ID,SALE.TYPE,SOLD.DATE,PROPERTY.TYPE,CITY,STATE,ZIP,BEDS,BATHS,LOCATION,SQUARE.FEET,LOT.SIZE,YEAR.BUILT,DAYS.ON.MARKET,X..SQUARE.FEET,HOA.MONTH,STATUS,NEXT.OPEN.HOUSE.START.TIME,NEXT.OPEN.HOUSE.END.TIME,SOURCE,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
27400,MLS Listing,NA,Condo/Co-op,Flushing,NY,11367,3,1,Queens Gardens Owners,800,NA,1945,79,419,NA,Active,,,MLSLI,N,Y,40.7,-73.8
27401,MLS Listing,NA,Single Family Residential,Atlanta,GA,30318,3,2.5,Underwood Hills,NA,6229,1997,82,NA,NA,Active,,,FMLS,N,Y,33.8,-84.4
27402,MLS Listing,NA,Single Family Residential,Jacksonville,FL,32223,5,6.5,Mandarin,6771,NA,2008,307,391,NA,Active,,,NEFLMLS,N,Y,30.2,-81.6
27403,MLS Listing,NA,Condo/Co-op,Miami,FL,33132,2,2,Quantum On The Bay,1180,NA,2007,679,339,831,Active,,,MARMLS,N,Y,25.8,-80.2
27404,MLS Listing,NA,Vacant Land,Atlanta,GA,30307,NA,NA,Druid Hills,NA,14374,NA,254,NA,NA,Active,,,GAMLS,N,Y,33.8,-84.3
27405,MLS Listing,NA,Single Family Residential,Henrico,VA,23223,3,3,Bungalow City,1244,128458,1948,6,152,NA,Active,NA,NA,CVRMLS,N,Y,37.6,-77.3
27406,MLS Listing,NA,Single Family Residential,Sandy Springs,GA,30350,5,6,Mt Vernon Country Club Estates,4704,45738,1966,191,154,NA,Active,,,GAMLS,N,Y,34,-84.3
27407,MLS Listing,NA,Single Family Residential,Miami,FL,33145,3,2,Silver Bluff Ests-sec A,2347,5600,1940,47,352,NA,Active,,,MARMLS,N,Y,25.7,-80.2
27408,MLS Listing,NA,Condo/Co-op,Brookhaven,GA,30319,2,2,Villa Sonoma,NA,NA,2005,32,NA,NA,Active,,,GAMLS,N,Y,33.9,-84.3
27409,MLS Listing,NA,Single Family Residential,Baltimore,MD,21209,3,3,Mt Washington,1967,5754,1931,103,194,NA,Active,,,MRIS,N,Y,39.4,-76.7
27410,MLS Listing,NA,Single Family Residential,Jacksonville,FL,32223,4,5,Julian Place,4544,NA,2011,26,192,150,Active,,,NEFLMLS,N,Y,30.2,-81.6
27411,New Construction Plan,NA,Single Family Residential,Jacksonville,FL,32211,3,2,Mill Creek East,2050,NA,NA,NA,129,NA,Active,,,NewHomeSource.com,N,Y,30.3,-81.6
27412,MLS Listing,NA,Townhouse,Baltimore,MD,21217,3,1,Penn North,1118,1118,1900,8,44,NA,Active,,,MRIS,N,Y,39.3,-76.6
27413,MLS Listing,NA,Townhouse,Baltimore,MD,21211,3,2.5,Remington,1370,NA,1900,40,208,NA,Active,,,MRIS,N,Y,39.3,-76.6
27414,MLS Listing,NA,Vacant Land,Orlando,FL,32810,0,NA,Orlando,NA,6340,NA,62,NA,NA,Active,,,MFRMLS,N,Y,28.6,-81.1
27415,MLS Listing,NA,Condo/Co-op,Miami,FL,33139,1,1.5,1000 Venetian Way Condo,1030,NA,1983,324,670,1072,Active,,,MARMLS,N,Y,25.8,-80.2
27416,MLS Listing,NA,Townhouse,Orlando,FL,32803,3,3.5,Orlando,2280,NA,2017,408,318,311,Active,,,MFRMLS,N,Y,28.6,-81.4
27417,MLS Listing,NA,Condo/Co-op,Miami,FL,33131,3,3,Epic,2457,NA,2008,321,692,2508,Active,,,MARMLS,N,Y,25.8,-80.2
27418,MLS Listing,NA,Single Family Residential,Miami,FL,33155,2,1,Coral Way Pk Sec D,1053,5720,1940,156,323,NA,Active,,,MARMLS,N,Y,25.7,-80.3
27419,MLS Listing,NA,Single Family Residential,Atlanta,GA,30311,5,2.5,Mangum Manor,3962,28749,1971,6,76,NA,Active,,,GAMLS,N,Y,33.7,-84.5
27420,MLS Listing,NA,Condo/Co-op,Seal Beach,CA,90740,2,1.5,1A - Seal Beach,1150,1000,1962,40,265,405,Active,,,CRMLS,N,Y,33.8,-118.1
27421,New Construction Home,NA,Single Family Residential,Raleigh,NC,27616,4,3.5,"5401 North-Raleigh, NC",2806,NA,2017,379,160,NA,Active,,,NewHomeSource.com,N,Y,35.9,-78.5
27422,MLS Listing,NA,Condo/Co-op,Miami,FL,33131,2,2,500 Brickell East,1100,NA,2008,442,382,782,Active,,,MARMLS,N,Y,25.8,-80.2
27423,MLS Listing,NA,Single Family Residential,Baltimore,MD,21206,5,3,Belmar,2181,14998,1908,1,92,NA,Active,,,MRIS,N,Y,39.3,-76.6
27424,New Construction Plan,NA,Townhouse,Orlando,FL,32825,3,2.5,Econ Landing,1669,NA,NA,NA,139,NA,Active,,,NewHomeSource.com,N,Y,28.5,-81.2
27425,MLS Listing,NA,Condo/Co-op,Miami,FL,33132,2,2.5,Quantum On The Bay,1162,NA,2008,498,352,946,Active,,,MARMLS,N,Y,25.8,-80.2
27426,MLS Listing,NA,Single Family Residential,Jamaica,NY,11435,3,2,Briarwood,NA,2340,1925,93,NA,NA,Active,,,MLSLI,N,Y,40.7,-73.8
27427,MLS Listing,NA,Condo/Co-op,Great Neck,NY,11021,2,1,Great Neck Terrace,850,NA,1950,5,353,NA,Active,,,MLSLI,N,Y,40.8,-73.7
27428,MLS Listing,NA,Condo/Co-op,Miami,FL,33130,1,1.5,Sls Brickell,734,NA,2016,303,613,471,Active,,,MARMLS,N,Y,25.8,-80.2
27429,MLS Listing,NA,Condo/Co-op,Miami,FL,33144,2,2,Tuscany Pointe Villas,NA,NA,2006,6,NA,283,Active,,,MARMLS,N,Y,25.8,-80.3
27430,MLS Listing,NA,Single Family Residential,College Point,NY,11356,4,2.5,College Point,1505,3483,1950,39,531,NA,Active,,,MLSLI,N,Y,40.8,-73.9
27431,MLS Listing,NA,Condo/Co-op,Miami,FL,33137,1,1,23 Biscayne Bay,663,NA,2012,93,437,283,Active,,,MARMLS,N,Y,25.8,-80.2
27432,MLS Listing,NA,Single Family Residential,Orlando,FL,32824,4,2.5,Orlando,2550,6284,2018,48,126,66,Active,,,MFRMLS,N,Y,28.4,-81.4
27433,MLS Listing,NA,Single Family Residential,Ladera Ranch,CA,92694,5,5,LD - Ladera Ranch,3456,5576,2004,37,333,193,Active,March-11-2018 01:00 PM,March-11-2018 04:00 PM,CRMLS,N,Y,33.6,-117.6
27434,MLS Listing,NA,Condo/Co-op,Miami,FL,33179,3,2,Quatraine Condo I Ph I,1205,NA,1983,3,122,NA,Active,,,MARMLS,N,Y,26,-80.2
27435,New Construction Plan,NA,Single Family Residential,Jacksonville,FL,32218,4,2.5,Yellow Bluff Landing,2757,NA,NA,NA,93,NA,Active,,,DR Horton,N,Y,30.5,-81.6
27436,MLS Listing,NA,Condo/Co-op,Miami Beach,FL,33109,5,6.5,Bayview,6470,NA,1992,8,1777,2100,Active,,,MARMLS,N,Y,25.8,-80.1
27437,MLS Listing,NA,Condo/Co-op,Miami,FL,33131,1,1,Met 01,733,NA,2008,370,409,604,Active,,,MARMLS,N,Y,25.8,-80.2
27438,MLS Listing,NA,Condo/Co-op,Miami,FL,33137,3,2,Cite On The Bay,1427,NA,2004,148,392,NA,Active,,,MARMLS,N,Y,25.8,-80.2
27439,MLS Listing,NA,Single Family Residential,Jamaica,NY,11436,3,1,Jamaica,NA,4000,1900,8,NA,NA,Active,,,MLSLI,N,Y,40.7,-73.8
27440,MLS Listing,NA,Single Family Residential,Miami,FL,33170,4,2,Flamingo Park,1955,5600,2018,56,169,NA,Active,,,MARMLS,N,Y,25.6,-80.4
27441,MLS Listing,NA,Single Family Residential,Baltimore,MD,21214,5,2.5,Lauraville,2300,7374,1880,15,42,NA,Active,,,MRIS,N,Y,39.3,-76.6
27442,MLS Listing,NA,Single Family Residential,Richmond,VA,23224,4,2,,1714,10362,1925,12,47,NA,Active,NA,NA,CVRMLS,N,Y,37.5,-77.5
27443,MLS Listing,NA,Single Family Residential,Rancho Santa Margarita,CA,92688,4,2.5,R1 - Rancho Santa Margarita North,2024,4940,1997,33,434,122,Active,,,CRMLS,N,Y,33.7,-117.6
27444,MLS Listing,NA,Single Family Residential,Briarwood,NY,11435,4,1.5,Briarwood,1969,4000,1940,58,446,NA,Active,,,MLSLI,N,Y,40.7,-73.8
27445,MLS Listing,NA,Single Family Residential,Sandy Springs,GA,30350,4,6,,6884,47916,1990,638,140,NA,Active,,,GAMLS,N,Y,34,-84.3
27446,MLS Listing,NA,Multi-Family (2-4 Unit),Baltimore,MD,21216,NA,NA,Forest Park,2978,9000,1920,362,34,NA,Active,,,MRIS,N,Y,39.3,-76.7
27447,MLS Listing,NA,Vacant Land,Atlanta,GA,30349,NA,NA,Prestons Vineyard,NA,47480,NA,1,NA,NA,Active,,,GAMLS,N,Y,33.6,-84.6
27448,MLS Listing,NA,Single Family Residential,Bronx,NY,10470,3,1,Bronx,1269,2500,1925,5,307,NA,Active,,,HGMLS,N,Y,40.9,-73.9
27449,MLS Listing,NA,Condo/Co-op,Miami,FL,33131,1,1,Brickell House,696,NA,2014,414,524,703,Active,,,MARMLS,N,Y,25.8,-80.2
27450,MLS Listing,NA,Vacant Land,Durham,NC,27713,NA,NA,Durham,NA,30666,NA,42,NA,NA,Active,,,TMLS,N,Y,35.9,-78.9
27451,MLS Listing,NA,Single Family Residential,Irvine,CA,92618,4,1,GP - Great Park,4357,5280,2017,19,402,297,Active,,,CRMLS,N,Y,33.7,-117.7
27452,MLS Listing,NA,Vacant Land,Miami,FL,33127,NA,NA,Buena Vista Gardens Ext,NA,4934,NA,425,NA,NA,Active,,,MARMLS,N,Y,25.8,-80.2
27453,MLS Listing,NA,Condo/Co-op,Atlanta,GA,30363,2,2.5,The Atlantic,1535,NA,2009,48,371,51,Active,,,GAMLS,N,Y,33.8,-84.4
27454,MLS Listing,NA,Single Family Residential,Orlando,FL,32804,3,1.5,Orlando,1200,7017,1948,21,233,NA,Active,,,MFRMLS,N,Y,28.6,-81.4
27455,MLS Listing,NA,Single Family Residential,Atlanta,GA,30310-5007,3,2,,1871,6141,1940,51,48,NA,Active,,,GAMLS,N,Y,33.7,-84.4
27456,New Construction Home,NA,Single Family Residential,Durham,NC,27703,2,2.5,Creekside at Bethpage,2444,NA,2017,135,175,NA,Active,,,NewHomeFeed,N,Y,35.9,-79
27457,MLS Listing,NA,Townhouse,Baltimore,MD,21211,4,3,Redfern Row,2150,2200,2017,119,167,30,Active,,,MRIS,N,Y,39.3,-76.6
27458,MLS Listing,NA,Single Family Residential,Atlanta,GA,30310,3,2,Olympian Hills,1550,8276,1930,1,168,NA,Active,,,GAMLS,N,Y,33.7,-84.4
27459,MLS Listing,NA,Single Family Residential,Laguna Hills,CA,92653,4,2.75,S2 - Laguna Hills,3000,20000,1990,42,566,133,Active,,,CRMLS,N,Y,33.6,-117.7
27460,MLS Listing,NA,Single Family Residential,Raleigh,NC,27615,3,3,Wake,2380,9583,2018,13,189,37,Active,,,TMLS,N,Y,35.9,-78.6
27461,MLS Listing,NA,Condo/Co-op,Kew Garden Hills,NY,11367,1,1,Union Turnpike Mansion,830,NA,2018,21,746,307,Active,March-7-2018 12:30 PM,March-7-2018 03:30 PM,MLSLI,N,Y,40.7,-73.8
27462,MLS Listing,NA,Multi-Family (2-4 Unit),Mount Vernon,NY,10550,3,2,Mount Vernon,NA,4000,1930,9,NA,NA,Active,,,MLSLI,N,Y,40.9,-73.8
27463,New Construction Plan,NA,Single Family Residential,Atlanta,GA,30349,4,2,Riggins Ridge,1862,NA,NA,NA,90,NA,Active,,,DR Horton,N,Y,33.6,-84.5
27464,MLS Listing,NA,Condo/Co-op,Atlanta,GA,30324,2,2.5,Plantation at Lenox,NA,NA,1985,97,NA,NA,Active,,,GAMLS,N,Y,33.8,-84.4
27465,MLS Listing,NA,Townhouse,Miami,FL,33145,3,3.5,Auburn Height,1710,NA,2018,43,409,NA,Active,,,MARMLS,N,Y,25.8,-80.2
27466,MLS Listing,NA,Single Family Residential,Raleigh,NC,27613,4,3,Wake,3048,6098,2017,151,178,38,Active,,,TMLS,N,Y,35.9,-78.7
27467,MLS Listing,NA,Single Family Residential,College Park,GA,30349,4,2.5,,NA,NA,2004,56,NA,25,Active,,,GAMLS,N,Y,33.6,-84.6
27468,MLS Listing,NA,Vacant Land,Miami,FL,33127,NA,NA,Covington Manor,NA,NA,NA,271,NA,NA,Active,,,MARMLS,N,Y,25.8,-80.2
27469,MLS Listing,NA,Condo/Co-op,Miami,FL,33138,2,2,The Palm Bay Yacht Club,1242,NA,1982,186,239,840,Active,,,MARMLS,N,Y,25.8,-80.2
27470,MLS Listing,NA,Single Family Residential,Jacksonville,FL,32208,3,2,Springfield,1275,NA,1949,118,59,NA,Active,,,NEFLMLS,N,Y,30.4,-81.7
27471,MLS Listing,NA,Condo/Co-op,Miami,FL,33172,1,1.5,Laguna Club Condo,980,NA,1975,8,152,149,Active,,,MARMLS,N,Y,25.8,-80.4
27472,MLS Listing,NA,Condo/Co-op,Jacksonville,FL,32210,2,2,The Venetian,1016,NA,1969,40,125,300,Active,,,NEFLMLS,N,Y,30.2,-81.7
27473,MLS Listing,NA,Townhouse,Baltimore,MD,21215,3,2,Baltimore City,1020,NA,1947,148,110,NA,Active,,,MRIS,N,Y,39.3,-76.7
27474,MLS Listing,NA,Single Family Residential,Jacksonville,FL,32204,3,2,Riverside,2530,NA,1914,24,178,NA,Active,,,NEFLMLS,N,Y,30.3,-81.7
27475,MLS Listing,NA,Condo/Co-op,Miami,FL,33174,3,2,Miami,1008,NA,1974,2,248,247,Active,,,GFLMLS,N,Y,25.8,-80.4
27476,MLS Listing,NA,Condo/Co-op,Seal Beach,CA,90740,1,0.75,1A - Seal Beach,601,750,1962,7,298,470,Active,,,CRMLS,N,Y,33.8,-118.1
27477,MLS Listing,NA,Single Family Residential,Jacksonville,FL,32222,4,2.5,Dawsons Creek,2757,NA,2017,280,120,46,Active,,,NEFLMLS,N,Y,30.2,-81.8
27478,MLS Listing,NA,Condo/Co-op,Brooklyn,NY,11214,2,2,Brooklyn,1010,NA,2016,51,889,NA,Active,,,BNYMLS,N,Y,40.6,-74
27479,MLS Listing,NA,Single Family Residential,Sandy Springs,GA,30342,5,4.5,Meadowbrook,4192,NA,2018,27,307,NA,Active,,,GAMLS,N,Y,33.9,-84.4
27480,MLS Listing,NA,Single Family Residential,Anaheim,CA,92801,4,2,79 - Anaheim West of Harbor,1684,6100,1955,19,338,NA,Active,,,CRMLS,N,Y,33.9,-117.9
27481,MLS Listing,NA,Single Family Residential,Atlanta,GA,30311-2511,3,1,Beecher Hills,1445,13939,1940,2,93,NA,Active,,,GAMLS,N,Y,33.7,-84.5
27482,MLS Listing,NA,Single Family Residential,Astoria,NY,11102,4,1.5,Astoria,NA,2142,1880,40,NA,NA,Active,,,MLSLI,N,Y,40.8,-73.9
27483,MLS Listing,NA,Single Family Residential,Orlando,FL,32827,5,4.5,Orlando,4937,9098,2017,126,160,572,Active,,,MFRMLS,N,Y,28.4,-81.2
27484,MLS Listing,NA,Single Family Residential,Apex,NC,27523,4,3,Wake,2790,8537,2017,152,179,65,Active,,,TMLS,N,Y,35.8,-78.9
27485,New Construction Plan,NA,Single Family Residential,North Chesterfield,VA,23237,4,2.5,Bellshire,3124,NA,NA,NA,119,NA,Active,NA,NA,NewHomeFeed,N,Y,37.5,-77.5
27486,MLS Listing,NA,Condo/Co-op,Brooklyn,NY,11234,2,1,Brooklyn,1100,NA,NA,75,209,NA,Active,,,BNYMLS,N,Y,40.6,-73.9
27487,MLS Listing,NA,Condo/Co-op,Yonkers,NY,10704,1,1,Yonkers,875,NA,1968,15,177,NA,Active,,,HGMLS,N,Y,40.9,-73.9
27488,MLS Listing,NA,Single Family Residential,Sandy Springs,GA,30328,5,5.5,,6129,104544,1949,190,449,NA,Active,,,GAMLS,N,Y,33.9,-84.4
27489,New Construction Plan,NA,Multi-Family (2-4 Unit),Irvine,CA,92612,2,2.5,Central Park West: Tribeca,1721,NA,NA,NA,442,NA,Active,,,NewHomeSource.com,N,Y,33.7,-117.8
27490,MLS Listing,NA,Single Family Residential,Miami,FL,33170,3,3,Redland 5 Acres,5135,217800,1952,34,156,NA,Active,,,MARMLS,N,Y,25.6,-80.4
27491,MLS Listing,NA,Single Family Residential,Orlando,FL,32819,5,6,Orlando,5838,12459,2013,147,334,333,Active,,,MFRMLS,N,Y,28.5,-81.5
27492,MLS Listing,NA,Vacant Land,Orlando,FL,32820,0,NA,Orlando,NA,262667,NA,302,NA,NA,Active,,,MFRMLS,N,Y,28.6,-81.1
27493,MLS Listing,NA,Single Family Residential,Santa Ana,CA,92706,5,3,"66 - N of Blsa, S of GGrv, E of Brookhrst, W of Ha",2248,8940,1950,40,311,NA,Active,,,CRMLS,N,Y,33.8,-117.9
27494,MLS Listing,NA,Single Family Residential,Jacksonville,FL,32224,5,4,Jax Golf & Cc,3615,NA,1995,194,181,115,Active,,,NEFLMLS,N,Y,30.3,-81.5
27495,MLS Listing,NA,Condo/Co-op,Atlanta,GA,30303-2878,2,2,Metropolitan,1156,NA,1995,36,195,579,Active,,,GAMLS,N,Y,33.8,-84.4
27496,MLS Listing,NA,Condo/Co-op,Kew Garden Hills,NY,11367,1,1,Union Turnpike Mansion,608,NA,2018,21,1045,313,Active,March-7-2018 12:30 PM,March-7-2018 03:30 PM,MLSLI,N,Y,40.7,-73.8
27497,New Construction Plan,NA,Single Family Residential,Jacksonville,FL,32220,4,2,Pritchard Point,1862,NA,NA,NA,104,NA,Active,,,DR Horton,N,Y,30.4,-81.8
27498,MLS Listing,NA,Townhouse,Richmond Hill,NY,11419,3,1.5,Richmond Hill,NA,1900,1931,36,NA,NA,Active,,,MLSLI,N,Y,40.7,-73.8
27499,MLS Listing,NA,Single Family Residential,La Habra,CA,90631,3,1,87 - La Habra,1300,6500,1931,57,381,NA,Active,,,i-Tech MLS,N,Y,33.9,-118
27500,MLS Listing,NA,Single Family Residential,Miami,FL,33157,4,2,Southland Pines,1664,7500,1974,13,198,NA,Active,,,MARMLS,N,Y,25.6,-80.4
27501,MLS Listing,NA,Single Family Residential,Forest Hills,NY,11375,5,5,Forest Hills Gardens,4514,8558,1920,42,728,NA,Active,,,MLSLI,N,Y,40.7,-73.8
27502,MLS Listing,NA,Single Family Residential,Placentia,CA,92870,4,2.25,84 - Placentia,2350,8484,1965,11,364,NA,Active,March-10-2018 12:00 PM,March-10-2018 03:00 PM,CRMLS,N,Y,33.9,-117.9
27503,MLS Listing,NA,Condo/Co-op,Miami,FL,33131,1,1,The Bond On Brickell,783,NA,2016,155,562,605,Active,,,MARMLS,N,Y,25.8,-80.2
27504,MLS Listing,NA,Mobile/Manufactured Home,Newport Beach,CA,92660,3,2,N7 - West Bay - Santa Ana Heights,1285,NA,1999,344,311,NA,Active,,,CRMLS,N,Y,33.6,-117.9
27505,MLS Listing,NA,Condo/Co-op,Miami,FL,33129,1,1.5,Villa Regina,1042,NA,1982,16,432,750,Active,,,MARMLS,N,Y,25.8,-80.2
27506,MLS Listing,NA,Condo/Co-op,Miami,FL,33131,2,2.5,Marquis Condo,1647,NA,2009,64,424,1315,Active,,,MARMLS,N,Y,25.8,-80.2
27507,MLS Listing,NA,Single Family Residential,Miami,FL,33156,4,3,Lake Galloway Corr & Amd,2354,22899,1963,377,276,NA,Active,,,MARMLS,N,Y,25.7,-80.3
27508,MLS Listing,NA,Condo/Co-op,Miami,FL,33132,1,1.5,Venetia Condo,860,NA,1980,294,273,679,Active,,,MARMLS,N,Y,25.8,-80.2
27509,MLS Listing,NA,Single Family Residential,Raleigh,NC,27606,3,4,Penny Woods,3244,74487,1984,5,123,NA,Active,,,TMLS,N,Y,35.7,-78.7
27510,New Construction Plan,NA,Single Family Residential,Fairfax,VA,22030,4,3.5,Fox Chapel Estates,6246,NA,NA,NA,240,NA,Active,,,NewHomeFeed,N,Y,38.8,-77.4
27511,MLS Listing,NA,Single Family Residential,Richmond,VA,23224,3,2,Swansboro,1179,2835,1920,26,84,NA,Active,NA,NA,CVRMLS,N,Y,37.5,-77.4
27512,MLS Listing,NA,Condo/Co-op,Miami,FL,33132,3,2,1800 Biscayne Plaza,1399,NA,2005,309,271,56,Active,,,MARMLS,N,Y,25.8,-80.2
27513,New Construction Plan,NA,Single Family Residential,Jacksonville,FL,32244,3,2.5,Preston Pines,2089,NA,NA,NA,101,NA,Active,,,NewHomeSource.com,N,Y,30.2,-81.7
27514,MLS Listing,NA,Single Family Residential,Atlanta,GA,30341,6,5.5,Ashford Park,NA,8712,2018,12,NA,NA,Active,March-11-2018 03:00 PM,March-11-2018 05:00 PM,FMLS,N,Y,33.9,-84.3
27515,MLS Listing,NA,Townhouse,Baltimore,MD,21231,2,1,Butchers Hill,750,NA,1915,6,147,NA,Active,,,MRIS,N,Y,39.3,-76.6
27516,MLS Listing,NA,Condo/Co-op,Irvine,CA,92620,4,3.5,WD - Woodbury,2429,3000,2006,147,453,273,Active,,,CRMLS,N,Y,33.7,-117.7
27517,MLS Listing,NA,Condo/Co-op,Atlanta,GA,30313,2,2,Castleberry Pointe,1215,NA,2008,1,259,NA,Active,,,GAMLS,N,Y,33.8,-84.4
27518,MLS Listing,NA,Condo/Co-op,Orlando,FL,32826,3,2.5,Orlando,1538,81902,2006,21,104,640,Active,,,MFRMLS,N,Y,28.6,-81.2
27519,MLS Listing,NA,Single Family Residential,Newport Beach,CA,92663,4,3.5,N6 - Newport Heights,3000,6375,1978,247,565,NA,Active,,,CRMLS,N,Y,33.6,-117.9
27520,MLS Listing,NA,Single Family Residential,Atlanta,GA,30305,4,4.5,St. Andrews,NA,NA,2017,139,NA,NA,Active,,,FMLS,N,Y,33.8,-84.4
27521,MLS Listing,NA,Single Family Residential,Sandy Springs,GA,30350,4,4.5,Ridgemark,NA,55961,1989,25,NA,NA,Active,,,FMLS,N,Y,34,-84.4
27522,MLS Listing,NA,Single Family Residential,Atlanta,GA,30354-2815,3,1,Belleau Woods,1000,10236,1960,96,55,NA,Active,,,GAMLS,N,Y,33.7,-84.4
27523,MLS Listing,NA,Single Family Residential,San Clemente,CA,92672,4,4.5,MH - Marblehead,4081,6867,2017,170,671,250,Active,,,CRMLS,N,Y,33.4,-117.6
27524,MLS Listing,NA,Condo/Co-op,Miami,FL,33131,3,2.5,Sls Brickell,1281,NA,2016,140,991,1200,Active,,,MARMLS,N,Y,25.8,-80.2
27525,MLS Listing,NA,Condo/Co-op,Orlando,FL,32835,3,2,Orlando,2129,20824,2008,125,112,345,Active,,,MFRMLS,N,Y,28.5,-81.5
27526,MLS Listing,NA,Single Family Residential,Durham,NC,27703,3,3,Carolina Arbors,2361,5749,2018,20,185,184,Active,,,TMLS,N,Y,36,-78.9
27527,MLS Listing,NA,Single Family Residential,Baltimore,MD,21216,4,2,Fairmount,1036,7400,1925,29,150,NA,Active,,,MRIS,N,Y,39.3,-76.7
27528,MLS Listing,NA,Multi-Family (2-4 Unit),Baltimore,MD,21218,NA,NA,Govans,2000,NA,1920,152,163,NA,Active,,,MRIS,N,Y,39.3,-76.6
27529,New Construction Home,NA,Single Family Residential,Raleigh,NC,27615,3,3.5,The Manors at Old Lead Mine,3251,NA,2017,180,178,NA,Active,,,NewHomeSource.com,N,Y,35.9,-78.7
27530,New Construction Plan,NA,Single Family Residential,Jacksonville,FL,32277,5,3,Hartsfield Oaks,2511,NA,NA,NA,96,NA,Active,,,DR Horton,N,Y,30.4,-81.6
27531,MLS Listing,NA,Condo/Co-op,Baltimore,MD,21210,2,1,Tuscany/canterbury,1122,NA,1916,23,160,983,Active,,,MRIS,N,Y,39.3,-76.6
27532,MLS Listing,NA,Condo/Co-op,Staten Island,NY,10314,0,1,Heartland Village,490,490,1980,33,408,278,Active,,,SIBORMLS,N,Y,40.6,-74.2
27533,MLS Listing,NA,Single Family Residential,Atlanta,GA,30342-2118,5,3,Clementstone Estates,NA,44431,1965,21,NA,NA,Active,,,GAMLS,N,Y,33.9,-84.4
27534,MLS Listing,NA,Single Family Residential,Jacksonville,FL,32218,3,1,Oceanway,1140,NA,1982,24,131,NA,Active,,,NEFLMLS,N,Y,30.5,-81.6
27535,MLS Listing,NA,Single Family Residential,Jacksonville,FL,32221,3,2,Rolling Hills,1491,NA,1962,10,94,NA,Active,,,NEFLMLS,N,Y,30.3,-81.8
27536,MLS Listing,NA,Single Family Residential,Cary,NC,27519,2,2,Chatham,1631,6098,2017,233,282,220,Active,,,TMLS,N,Y,35.8,-78.9
27537,New Construction Plan,NA,Single Family Residential,Miami,FL,33187,3,2.5,Mosaic at Venetian Parc,2788,NA,NA,NA,152,NA,Active,,,NewHomeSource.com,N,Y,25.6,-80.4
27538,MLS Listing,NA,Condo/Co-op,Miami,FL,33131,1,2,1060 Brickell,1147,NA,2008,166,318,792,Active,,,MARMLS,N,Y,25.8,-80.2
27539,MLS Listing,NA,Vacant Land,Orlando,FL,32833,0,NA,Orlando,NA,53143,NA,168,NA,NA,Active,,,MFRMLS,N,Y,28.5,-81.1
27540,MLS Listing,NA,Condo/Co-op,Baltimore,MD,21229,3,2,Wyndholme,1330,NA,2009,167,109,235,Active,,,MRIS,N,Y,39.3,-76.7
27541,MLS Listing,NA,Single Family Residential,Sandy Springs,GA,30342-2149,4,3,Dogwood Forrest,2328,19994,1959,37,258,NA,Active,,,GAMLS,N,Y,33.9,-84.4
27542,MLS Listing,NA,Vacant Land,Jacksonville,FL,32220,NA,NA,Metes & Bounds,NA,NA,NA,133,NA,NA,Active,,,NEFLMLS,N,Y,30.3,-81.8
27543,MLS Listing,NA,Vacant Land,Chapel Hill,NC,27517,NA,NA,Highland Pond,NA,134600,NA,1001,NA,183,Active,,,TMLS,N,Y,35.8,-79.1
27544,MLS Listing,NA,Condo/Co-op,Flushing,NY,11355,2,1,Kissena Section 1,NA,NA,1954,23,NA,NA,Active,,,MLSLI,N,Y,40.8,-73.8
27545,MLS Listing,NA,Townhouse,Miami,FL,33143,2,2.5,Kings Creek,1282,NA,1972,2,264,175,Active,,,MARMLS,N,Y,25.7,-80.3
27546,MLS Listing,NA,Single Family Residential,Laguna Beach,CA,92651,6,8,NL - North Laguna,10000,20909,1996,327,5100,550,Active,,,CRMLS,N,Y,33.6,-117.8
27547,MLS Listing,NA,Single Family Residential,Queens Village,NY,11428,4,2.5,Queens Village,NA,5360,1930,9,NA,NA,Active,,,MLSLI,N,Y,40.7,-73.7
27548,MLS Listing,NA,Single Family Residential,Durham,NC,27703-9681,4,3,Ravenstone,2934,10454,2006,82,95,49,Active,,,TMLS,N,Y,36,-78.8
27549,MLS Listing,NA,Townhouse,Dana Point,CA,92629,2,3,DH - Dana Hills,1878,NA,1988,9,399,450,Active,,,CRMLS,N,Y,33.5,-117.7
27550,MLS Listing,NA,Single Family Residential,Atlanta,GA,30327-3624,5,4.5,,NA,47916,1965,12,NA,NA,Active,,,GAMLS,N,Y,33.9,-84.4
27551,MLS Listing,NA,Multi-Family (2-4 Unit),Bronx,NY,10461,2,3,Bronx,1488,2374,1920,1,335,NA,Active,,,HGMLS,N,Y,40.8,-73.8
27552,MLS Listing,NA,Condo/Co-op,Miami,FL,33132,2,2.5,Marquis Residence,1647,NA,2009,362,394,1323,Active,,,MARMLS,N,Y,25.8,-80.2
27553,MLS Listing,NA,Single Family Residential,Orlando,FL,32828,3,2,Orlando,1877,9858,1999,106,157,110,Active,,,MFRMLS,N,Y,28.5,-81.2
27554,MLS Listing,NA,Single Family Residential,Huntington Beach,CA,92648,1,1,15 - West Huntington Beach,600,1307,1945,7,1417,NA,Active,,,CRMLS,N,Y,33.7,-118
27555,MLS Listing,NA,Single Family Residential,Laguna Hills,CA,92653,5,4.5,S2 - Laguna Hills,3886,78408,1985,6,476,113,Active,,,CRMLS,N,Y,33.6,-117.7
